gene_name,unstranded
AC105443.1,0
AC003986.1,0
HNRNPA1P53,4
LINC02572,15
LINC01739,3
PANK2-AS1,50
GAPDHP26,0
AC010163.1,0
NKX1-2,7
LINC00428,0
UBE2DNL,0
TSPY8,0
AC012445.1,0
GAPDHP17,0
USP9YP17,0
RPL21P24,0
LINC00379,1
SACS-AS1,5
AL353597.2,1
LYARP1,0
ZFYVE9P1,0
LINC01204,0
LINC02264,0
AL139421.1,3
SMC4P1,0
AL356753.1,1
GAPDHP58,0
PRAMEF25,0
EIF4BP4,0
LINC00358,0
USP17L26,0
AL358074.1,1
RPL21P44,7
TNPO1P3,0
AL158825.2,1
AL596087.2,18
ACVR2B-AS1,109
MSX2P1,0
AC006017.1,2
SUCLA2P3,1
AL159987.2,0
AL109810.1,0
MYL8P,1
PRDX3P1,6
LINC00411,0
AL391336.1,0
AL590762.1,1
AC004014.1,0
MTATP8P2,8
RPL21P93,5
LINC01718,0
AL137027.1,0
GOLGA2P4,0
LINC01079,2
LINC02851,4
SUMO1P2,0
LINC01501,3
AL356095.1,0
AC011287.1,4
MBNL1-AS1,218
LINC01822,0
MTND5P2,3
METTL21AP1,1
AC016877.1,1
PIGCP2,0
BSNDP4,0
AC073115.1,32
AL500527.2,0
LINC01264,0
AL137159.1,17
KRT8P21,0
PRAC2,0
RPL4P4,93
LINC01758,0
CYP2C56P,0
AC087857.1,0
LINC00280,0
NAMPTP1,1043
AL109914.1,0
MYOSLID,8
RPSAP22,8
LINC02681,1
AL359837.1,0
LINC02526,6
ITGB1-DT,15
AL391822.1,4
PABPC1P9,0
RPL26P6,15
AC004975.2,2
BUD31P2,0
AC245047.2,0
DPY19L4P1,0
AL137186.1,5
PRR20C,0
MAST4-AS1,18
UBE2V1P9,0
AL133384.1,0
PKP4P1,0
LINC01150,117
AL450322.2,0
Z73495.1,0
H2AL1RP,0
ZNF492,8
AC018644.1,6
AC007327.2,0
AC114755.1,0
SNORD56,0
AL049745.2,0
CRPPA-AS1,5
AC009237.3,215
MTCO2P1,0
SOS1-IT1,81
SKP2P1,0
LINC00484,26
AC011242.1,0
KARS1P1,0
FAM242E,0
AL161636.1,0
AL008627.1,6
MTND2P20,0
LYPD9P,0
EIF2S2P2,2
SKP1P3,0
MARK2P12,0
USP9YP36,0
AL512366.1,0
LCEP2,0
EEF1DP3,0
RPL23AP19,0
AC110615.1,0
MIR194-2HG,2
AL109924.1,6
AC104115.1,0
AL078590.1,0
LINC01054,203
OR2AQ1P,0
AC007322.2,0
AC013460.1,15
AL136531.1,16
AC013268.2,0
AC107613.1,0
AC019349.1,0
AL030996.1,0
FTLP16,0
AC010240.1,1
PDC-AS1,78
U91324.1,4
AC092809.1,0
LINC01159,39
SDHDP5,0
BPY2DP,0
AL445687.2,0
COTL1P1,0
AC096649.1,2
AC044781.1,1
RPL7P10,0
RPS27AP15,0
CXCR2P1,47
AL121910.1,0
RPL31P20,0
AL031736.2,2
DYNLT3P2,1
MRPS18AP1,6
MTCO1P52,0
RPS20P1,0
AC092647.3,0
AL354868.1,1
AL021396.1,13
TRBV10-2,3
AL022337.1,1
AL035665.1,2
AC018866.1,0
LINC02624,1
C4B-AS1,0
AC016751.1,0
UBE2Q1-AS1,10
RRN3P4,3
AC118754.1,1
SLC25A38P1,0
SNRPFP2,1
LINC00388,0
AL356259.1,0
LINC00399,5
MTCYBP32,0
RPS21P1,1
AC140481.1,0
KRT18P26,0
ATP8A2P2,1
LINC01813,0
RPS15P5,1
XIST,15027
AL391825.1,13
ZNF688,793
RPL35AP21,0
CCNB1IP1P1,0
DDX50P1,9
AL133412.1,1
CR391992.1,2
AC103925.1,0
RPS15AP39,0
RPL12P34,0
AC244505.5,0
AC093899.1,0
PDE4DIPP1,0
DUTP4,1
AL589823.1,0
AC108039.2,0
AL360091.1,3
PET100,83
AL354676.1,0
KHSRPP1,3
AL671883.1,1
AC018462.1,7
ISCA1P2,1
MTATP6P13,0
AC099788.1,3
EMX2OS,66
AC139149.1,18
PYHIN5P,0
ARSD-AS1,0
AC019205.1,522
AL034418.1,2
AL357936.1,0
AC008568.1,1
AL353637.1,0
AC016831.2,1
PGA3,3
AL121972.1,0
AC097358.1,1
RPL31P54,0
STEAP3-AS1,18
AL359878.2,0
RPL21P89,1
RPSAP20,0
OGFR-AS1,16
EIF1P1,0
CASC20,2
PAICSP5,0
AL365203.1,0
IMMTP1,2
AC091685.1,0
AL450469.1,0
AC244505.6,0
AC068533.2,0
HNRNPA1P6,0
ACTP1,2
LINC01315,25
AL035666.1,0
TAX1BP1-AS1,1
GK3P,3
AL157373.2,3
SEPTIN7P7,2
AC084290.1,0
HSPD1P21,3
FOXO6-AS1,0
AL669831.2,0
SNRPGP11,0
DEFB108A,0
TRIM60P16,0
HNRNPA1P18,0
AL139148.1,0
AC128709.1,1
AL360295.1,0
AL138899.2,1
AC016999.1,1
RPL7P46,2
DOCK9-AS1,0
ELOCP3,0
RPS4XP5,0
KIF25-AS1,4
LINC02865,0
AL583803.1,0
FAM90A26,3
AP001043.1,0
IL9RP1,0
RHEBP1,1
LINC00400,0
AC138393.2,7
ATXN1-AS1,163
YWHAZP3,12
MTCYBP9,0
PRPS1L1,0
MYO16-AS2,0
AL589880.1,17
TSPY22P,0
PDE11A-AS1,0
AC133865.1,0
EIF4EP2,14
B3GNT2P1,0
B3GALNT1P1,1
AC005094.1,0
TFAP2A-AS1,158
FLJ31356,11
AL590666.2,18
MTND2P2,0
Z98749.1,0
ZRANB2-AS2,100
AL031687.1,1
AL590483.1,0
AL357143.1,1
AP000221.1,7
AC080129.1,0
RPS3AP7,2
MAGEA4-AS1,0
AL022578.1,0
AL136982.2,0
AC007128.1,2
AL022313.3,0
IQCF3,0
LIPT1P1,0
AL118523.1,11
AC073264.1,0
PRAMEF36P,0
AC243428.1,4
TOB1-AS1,63
LINC01435,3
GTF3AP6,0
AL606468.1,1
AL590640.2,0
AP001042.2,0
HBBP1,0
MIR181A1HG,4
AC022400.2,0
AKR1B1P1,1
HMGB3P9,0
RPL5P4,13
AC093585.1,2
SGSM3-AS1,1
AC006455.5,0
AL359095.1,1
ALMS1-IT1,19
AL445646.1,0
SNAP47-AS1,1
ANKRD36BP2,4
MTCO2P3,0
AL049646.1,11
CTSLP4,0
CT70,8
LINC00709,0
AL365184.2,0
PPIAP39,0
YWHAQP9,0
NHS-AS1,0
AL669831.3,5
FNTAP2,1
LINC02800,4
AC007967.3,0
AL357556.1,5
AC092813.2,0
CDY11P,0
AL353742.1,0
POTEB2,0
AC006357.1,0
IGSF21-AS1,0
UBBP1,32
CCNYL5,0
LINC00364,8
AK3P3,17
TMSB4XP6,0
CDK8P1,0
FAM90A15P,0
BIRC6-AS1,0
HIGD2AP1,0
AL020994.2,0
MTND3P2,0
AC093578.1,0
TEX53,2
DDX6P1,0
TRPM2-AS,49
ANKRD66,1
AL360091.2,2
AL772161.1,0
AC010974.1,2
FAM197Y3,0
HSPD1P6,13
CDC42-IT1,5
LRRC37A15P,2
RPL4P6,16
AC009947.1,0
AL162231.2,16
RPL10P6,3
MTAPP2,0
STK24P1,2
AC139143.1,3
HSPE1P28,0
PRRT3-AS1,28
AC009237.4,0
AC006059.1,214
VN1R96P,0
AC104389.3,0
KRT16P5,0
AC108025.1,1
TMEM254-AS1,70
AL669831.4,3
AC022535.1,0
ME2P1,0
TCERG1L-AS1,0
TRBV5-4,5
AL606490.3,0
TUBB3P2,0
LINC02028,17
AC018712.1,0
AL354793.1,3
SNRPCP15,0
AL022316.1,6
LINC02643,0
H3P11,0
AL157398.1,0
AC138207.1,15
AGBL4-AS1,0
TPRG1-AS2,0
RPS3AP11,1
AC092569.1,0
AC123900.1,0
AL008723.1,0
AL445070.1,0
ECEL1P3,0
DLEC1P1,0
ACBD6,1790
EEF1A1P39,0
FGF12-AS2,0
MTND2P39,0
LINC02641,11
AC006457.1,0
LINC01721,0
AC004832.2,0
LINC02812,45
NPAS2-AS1,1
LINC01075,0
SEPHS1P4,0
AL158071.1,1
HOXB-AS1,14
AL021707.3,5
AF274573.1,1
AIDAP1,3
CEP250-AS1,23
LINC00443,141
ATP5MC1P1,0
MTND1P28,0
BX119904.1,0
AC004854.1,2
AL162395.1,0
CT45A11P,9
AL122010.1,0
MAS1LP1,0
AURKAP2,1
RPL35AP24,0
RPL30P16,0
HNRNPA1P28,3
RPL22P18,1
AC090957.1,0
LINC01790,0
LINC01149,0
AL451074.3,0
LINC01433,10
OR4F3,0
RPL12P49,0
RNF10P1,0
CNOT6LP1,2
SMYD3-IT1,2
C9orf147,48
AC246680.1,0
AL139109.1,0
AL158156.1,2
AC008267.2,9
AC005518.1,0
IFITM3P4,2
AC073387.1,0
AC000081.1,0
DDX43P3,0
AC007952.3,0
RPL37P4,0
AL603825.1,5
ATP6V0CP1,1
AL450405.1,61
Z99714.1,1
FTH1P5,38
AL359382.1,0
RPL4P5,19
IFNNP1,0
AP000688.1,15
OR8V1P,0
FTLP18,0
LINC01840,0
HSPB1P2,9
CIBAR1P2,0
AL157384.1,1
ATXN8OS,0
PHBP9,13
MTND5P14,2
AL121829.1,1
SIAH1P1,0
H3P1,3
AC010163.2,0
FMO7P,0
AF240627.1,0
AL162582.1,0
GNA13P1,1
BX284668.3,0
RPL34P19,0
AC244636.1,0
FKBP1AP3,0
RAD23BP2,0
BX088651.3,0
SPATA31C1,1
HNRNPH3P1,0
Z98742.1,0
RPS24P21,1
LINC01753,0
PHBP4,4
MTND2P4,0
FGFR1OP2P1,0
NFE4,1
AC005208.1,0
AL136322.1,0
OR52J2P,0
LINC02603,5
XXYLT1-AS2,3
HERC2P4,28
SSU72P8,0
LINC02525,20
AC023141.5,0
BRI3P3,0
PGAM1P3,2
SERBP1P4,0
AL162388.1,0
HNRNPA1P59,25
RPL7P61,0
RPS12P24,0
AL160275.1,0
AC092807.1,0
AC013472.1,3
AL445928.1,1
AL358781.2,2
ARMC2-AS1,6
AC078817.1,3
NAALADL2-AS3,0
LINC02370,1
GTF2IP23,26
AL590068.2,0
SNRPEP11,3
STARD13-IT1,0
OR5H6,0
MTND3P4,0
AL353743.2,42
CICP6,0
AC004980.3,0
BANF1P2,8
OR6C5P,0
AL121718.1,0
AC010422.1,10
TOMM20P4,4
SLC25A53P1,20
HCG24,25
ELOVL2-AS1,8
FEZF1-AS1,18
LINC01284,7
XRCC6P3,0
TTLL1-AS1,22
BEND7P1,0
MTCO2P27,0
AL136320.1,2
LINC00159,7
LINC01734,0
AL359921.1,6
HMGN1P33,0
MTCO1P42,4
AL359893.1,0
HMGN2P3,9
AL160004.2,0
AC004160.1,1
DNAJB5P1,0
EXOSC10-AS1,13
MTND4P19,0
AC015818.1,0
FANCD2P2,3
AC018892.1,0
CT47A8,0
RPL35AP3,0
AL035250.2,0
RPS21P2,0
AC009474.1,0
NCAPD2P1,0
SPDYE21,11
TPI1P2,97
DDX10P2,1
VN1R32P,0
ACTG1P23,12
RPL4P3,5
AL451129.1,0
DSCR9,17
FAM41C,3
RPL23AP52,0
KARS1P2,4
GOLGA6L5P,34
GSTA11P,0
MEMO1P4,0
ELOCP7,0
AP000146.1,0
AL136376.1,0
AC009245.1,11
RPSAP25,0
AC012507.1,0
AC104057.1,0
AL118508.1,2
LINC01048,0
RPSAP23,0
AC004835.1,1
AC092667.1,8
ANAPC1P3,0
SPTLC1P1,4
HINT2P1,0
RBBP8P1,2
LINC01747,1
LINC01972,0
LINC01349,0
LINC01066,1
AL161640.1,2
RPS3AP52,0
RPL23P5,2
AC018717.1,0
BZW1-AS1,1
TCEA1P2,191
OR3D1P,0
ELOCP12,0
LINC01786,29
OR5M4P,0
LINC00595,191
ARL2BPP7,0
AL672310.1,2
EMC1-AS1,13
RSU1P1,0
LINC01036,16
ALG14-AS1,1
AL049542.1,0
USP17L25,0
AC114803.1,1
AL031770.1,2
LINC01650,0
AC004160.2,0
AL136460.1,2
SERPINB9P1,124
AL391119.1,0
ASB15-AS1,0
TFAMP1,4
LRRC37A6P,680
CTF2P,0
LINC00276,0
RPL7P4,2
NEK2P4,0
RPS29P6,2
LINC01381,0
ANKRD18B,2
U73166.1,27
PA2G4P4,6
GPM6BP1,0
AC060773.1,0
PROX1-AS1,39
VENTXP4,0
CLUHP5,0
RPL5P26,0
AL078645.1,0
AP000532.2,0
AL135908.1,0
ATP6V1G1P7,0
OFD1P9Y,0
AC005034.1,0
Z96811.1,1
AP000695.1,3
AC093142.1,0
IGKV1OR22-5,0
ATP5MC2P3,1
AC124057.1,0
OR51A10P,0
AC000077.1,0
PSMG3-AS1,858
VAV3-AS1,1
AL139383.1,25
AC234781.4,0
AL049651.1,0
AL132765.1,1
MTCO2P7,0
EEF1B2P8,0
AL035409.1,2
AC108463.2,1
MKX-AS1,15
ANKRD30BP3,6
AL953862.1,0
AL354824.1,8
RPL7AP8,2
RPL19P21,6
PPP5D1,86
THAP7-AS1,106
AC092580.2,0
AL589642.2,2
HMGB1P49,0
AC092098.1,0
AL645929.1,37
MBD3L2,0
LINC01756,0
COL6A4P1,1
LINC01799,0
AC073370.1,7
NOS2P3,1
CEACAMP9,0
LIMD1-AS1,47
MTND5P7,0
AC091133.1,0
AL356234.2,0
AL392046.1,2
BASP1P1,1
AL360268.1,8
AL158071.2,34
Z82209.1,0
AOAH-IT1,0
LINC00102,4
LINC00102,0
SNX3P1X,0
AL445193.1,0
HMGB1P11,0
MTND4P27,0
USP17L1,0
ERLNC1,2
AC021078.1,616
AC092162.2,3
AL450326.1,180
AC073264.2,0
CEACAMP2,0
RPL17P12,0
CCDC192,9
FAM133DP,1
AL121757.1,2
CALM1P2,0
ZNF32-AS2,48
SF3A3P1,2
AC114763.2,0
AL139095.3,0
AC113347.1,0
AC027612.2,0
LINC02639,0
AC013286.1,0
OR6R1P,0
AC234781.5,0
RPL19P5,2
ACTG1P14,27
GTF2IRD1P1,9
CCT5P2,1
PHBP12,2
LINC02580,22
IMP3P1,0
FTX,2008
RPSAP8,6
PPIAP40,0
CT47A4,0
RSL24D1P2,1
GPAA1P2,0
AL136164.1,0
AL645937.3,0
AC018495.1,0
AC073188.3,0
TEX48,0
AC011753.1,0
TSEN15P2,0
MTCYBP6,0
AC092683.1,21
AC005722.1,0
AL513185.2,0
HMGB1P27,1
AC004039.1,11
HM13-AS1,3
DYNLL1P7,0
AL139220.2,121
AC079987.1,0
H3P12,1
AC068138.1,0
UQCRHP1,3
AC104461.1,4
AC011005.1,21
Z97205.1,3
AL160408.3,3
RPS23P8,32
DNM3OS,8
AL353152.1,0
AL031597.1,0
CYP4F60P,3
RPL36P1,0
AL022324.1,0
AL445933.1,7
VN1R36P,0
USP12-AS2,6
AP000533.3,0
LINC01818,0
KLF2P2,6
AC022816.1,0
AL138831.1,4
AC024084.1,2
AC140479.2,0
RGPD4-AS1,0
MTCO2P25,0
OR7E55P,0
PRB4,0
KLHL7-DT,128
AL451074.4,0
YY1P1,8
TNPO1P2,0
FAM224B,1
THAP12P1,1
CEACAM22P,2
SETSIP,4
AL844175.1,0
NDUFS5P5,0
PABPC1P3,0
AL353803.2,1
ENO1-AS1,0
AC004869.1,0
CEACAMP4,0
GRPEL2P3,0
DDTP1,0
AL158207.2,0
AC067945.1,1
AL008626.1,0
AC013402.1,0
MRPL35P4,0
AL450003.1,0
AC012462.3,3
AC011753.2,2
SAP18P3,2
AC105935.2,0
AL645608.2,24
FBXW4P1,15
RPL31P30,3
MYOM3-AS1,0
AL021940.1,0
TMEM184CP1,0
AL589987.1,2
AC104024.1,0
LINC00332,0
CTAGE13P,1
GGTLC4P,9
AL355526.1,0
AC018638.2,208
KRT8P7,0
AC114878.1,0
LINC02644,0
AL049597.1,0
LINC01001,20
AL035252.2,3
RBMY2WP,0
AL590093.1,1
AL160270.1,0
AC074011.1,30
AL589745.1,1
AC016949.1,6
AC092171.2,0
RPL10P3,10
AC093423.2,0
AL021937.1,7
AC106870.2,0
AL392003.2,0
Z82173.1,0
AC006007.1,0
AC021188.1,62
PRELID1P7,0
MEIS1-AS2,0
SDAD1P2,2
AC007036.2,2
ZNF341-AS1,6
MTATP6P23,0
RHOQP3,9
NFU1P1,0
SNAP23P1,1
AC095032.2,0
MTND1P4,0
LINC01676,0
Z98048.1,2
VN1R108P,13
AC092650.1,12
RPS29P5,5
ANKRD63,19
AL161636.2,0
Z83820.1,0
AL807761.4,1
RPS3AP13,4
AC006326.1,0
PSAT1P3,2
CTDSPL2P2,0
ARHGAP26-IT1,0
AC012456.2,3
SMARCE1P5,5
AF015720.1,0
HLA-K,92
AC064862.1,0
YY2,81
FOXD3-AS1,24
RPS2P16,0
AL160175.1,0
AC097532.1,0
CDRT15P14,0
AL132709.7,0
SRGAP2-AS1,13
AC099535.1,11
RPS6P15,3
AL356583.3,0
USP9YP24,0
AL807757.1,0
LINC01362,0
MTND2P16,0
ZNF736P5Y,0
AC000362.1,0
AC245291.2,1
CBX1P1,2
AC005532.1,18
AL390774.2,0
AL583843.1,0
AC025181.1,0
ARPP21-AS1,4
AC007349.2,0
SSBL4P,5
RPEP3,1
AC068580.2,0
AP001187.1,0
LINC01293,1
RPL31P2,1
LINC01614,6
AC097463.1,0
RPL23AP15,2
AL139824.1,2
ZNF674-AS1,318
GSTA10P,0
AL158154.2,0
OCLNP1,2
AL360268.2,0
GOT2P2,2
AP006294.1,0
LINC02857,1
RPL10P11,1
USP9YP20,0
YRDCP3,0
CCNB1IP1P2,0
AL137803.1,1
AC099567.1,0
TSEN15P1,5
LINC02558,1
AL157884.1,2
AGAP10P,6
FBXW11P1,51
RPS6P23,0
MFSD13B,12
STMND1,1
LINC00486,5
RBMX2P4,0
AL445933.2,3
AC005077.4,5
HMGB1P25,0
SHC1P1,0
LINC00692,1
AL133284.1,1
AL604028.1,114
RPS18P12,14
AL596087.3,1
MAGEA8-AS1,3
FAM204CP,0
XKRYP2,0
AL591074.1,0
AL391807.1,229
PPIHP1,2
AL021707.4,6
NPM1P51,1
AC004840.1,2
MTCO1P53,15
DPP4-DT,2
AL513422.1,0
HAO2-IT1,0
AL079301.1,2
LINC00309,0
AC239367.2,0
TMBIM7P,0
AL139241.1,0
AC099513.1,7
GXYLT1P1,0
AL355306.1,0
BX276092.4,0
RPS3P1,0
AC073347.1,0
MIR205HG,0
AC002386.1,0
HMGN1P5,0
LINC02541,88
AC026202.1,0
LINC01507,0
HNRNPA1P68,1
AP000356.1,1
AURKBP1,2
MTND2P21,0
GPS2P2,0
AC099344.1,0
AC099677.1,13
AL929472.2,0
CAPZA1P1,0
AC093166.2,1
AL109910.1,0
LINC01520,0
AC233266.1,0
SNX18P13,0
AL133387.2,1
AC084149.1,0
LINC02090,1
HHATL-AS1,5
AP001116.1,0
AL049734.2,0
AC012355.1,0
AC023274.1,0
LINC00160,1
AC079250.1,7
RPL36AP39,0
DSTNP1,73
DDX3P2,1
AL359976.1,0
RPL23AP11,0
HSBP1,7400
AL049649.1,3
AC092625.1,0
FAM201B,13
RPL12P15,2
FGFR3P1,0
RAB42P1,0
MTND5P8,0
CCNB1IP1P3,0
CECR9,0
RPL39P39,1
RPL7P32,10
CDC20P1,7
CUBNP1,0
AL121672.1,18
AC092832.1,0
SCTR-AS1,190
AL049594.1,0
RPS27P10,0
EIF4A1P3,0
LINC00373,0
AL591043.1,0
RPS3AP9,0
LINC00326,0
AC092431.1,21
XKRYP4,0
LINC00271,154
AL031733.1,0
LINC01804,0
CEP19P1,0
AL118520.1,1
RPL7L1P9,2
AL355303.1,0
LINC01911,0
AC007238.1,11
AL360227.1,1
GCNT1P3,2
OR52B5P,2
AL109917.1,46
USP17L28,0
AL353614.1,0
TRAPPC2LP1,0
AC093833.1,0
LINC02522,0
AC096637.2,1
MSANTD2P1,0
FARSBP1,0
LINC00395,0
AC103563.2,1
RPL6P6,5
THBS3-AS1,147
NPM1P9,5
KRTAP21-3,0
BX842568.2,1
OR52Y1P,0
IDI1P3,0
GAPDHP64,2
AL590133.1,12
HCG18,1951
AL157414.2,0
KIF5C-AS1,5
AL592161.1,0
AL078587.1,0
LINC02655,0
AC011747.1,0
RPL22P24,41
TSSK1A,1
FDPSP7,2
MIR4422HG,2
AC012513.1,0
AL391256.1,1
GYG1P3,0
NDUFB4P3,0
AC008154.2,0
BMS1P19,0
AL606752.1,0
AL035588.1,0
PRAMEF30P,0
AC022395.1,2
ECE1-AS1,4
LINC01436,0
LINC01508,0
PRELID3BP11,0
FO393408.1,0
MTHFD2P3,0
AL035587.1,243
AC078842.2,0
AL031666.1,25
BTF3P10,2
FAM25E,0
SPATA20P1,1
UBE2V1P11,0
AF129075.1,28
AL137856.1,1
HLA-T,12
LNCAROD,245
AC022537.1,0
HAR1B,6
TCF7L1-IT1,1
AP000705.1,1
RBM22P5,0
AC009987.1,0
AC104843.2,0
BX005214.2,2
TTTY3,0
AL157378.1,0
EEF1A1P40,0
ARHGAP42P2,0
HMGB1P7,0
AL354979.1,0
DNAH8-AS1,2
MTND2P15,0
AC002429.1,0
MORF4L2-AS1,22
AC093702.1,0
PTP4A1P1,0
OFD1P8Y,0
KLF3-AS1,200
COX11P1,0
CSMD2-AS1,0
RPL7P56,5
TRBV26OR9-2,4
TUBB4BP6,0
YBX1P2,24
EEF1B2P1,0
AC002451.1,34
LINC01098,0
AC007099.1,0
AC116609.2,0
LINC01720,1
LINC00852,27
AL357832.1,0
AL954705.1,11
AC007003.1,0
CCNQP3,0
SPRY4-AS1,6
AL356056.2,36
AL139819.1,0
AC013448.1,2
OR5H1,0
AL157884.2,2
FARP1-AS1,0
IFNA11P,0
AC004987.1,0
MTND5P19,0
AF127577.2,2
TRGVB,0
KRT8P10,1
AC011752.1,0
ZNF826P,133
HNRNPA1P25,2
FO393419.1,0
ZBTB46-AS1,1
COMETT,6
RPL17P49,0
AL590399.3,0
PLSCR5,0
GS1-600G8.3,0
PRAMEF32P,0
LINC01593,0
ARF4P4,0
TRIM31-AS1,0
AC006450.1,2
ARPP19P1,0
LINC01423,0
AC023141.6,0
CFAP58-DT,22
SKP1P1,0
CTNNBL1P1,1
AP001605.1,0
OR6K1P,0
LINC00349,0
KLF2P1,0
RPS3AP3,0
AC116038.1,0
PSMC1P3,0
C1DP1,0
LINC02884,257
FAM242D,0
ITPR1-DT,66
AL021921.1,0
AC099792.1,109
LINC01640,2
PCED1CP,0
AC005009.1,5
CFAP97D1,3
ZSWIM5P2,0
ANAPC1P2,0
HMGN2P10,1
ARAFP1,0
TRERNA1,0
AC010745.3,0
COBLP1,0
AP000350.3,0
AL122008.1,0
SBK3,1
E2F4P1,0
OR9S24P,0
SALL4P6,2
APCDD1L-DT,6
AC106799.1,0
IGKV1OR2-108,18
RPL36AP6,0
AC004888.1,4
AL050341.1,0
AL627443.1,0
MANCR,16
SEPTIN14P24,0
EZH2P1,0
RPL13AP,2
RPL36P2,1
SGO1-AS1,14
AC112484.1,77
RPS3P2,2
TBL1XR1-AS1,0
PRYP2,0
MAP4K3-DT,400
CLIC1P1,2
AL591419.1,0
AC091812.1,0
RPL13AP17,0
AP000696.1,5
LINC02662,0
LINC01816,73
TPT1P7,0
AL031772.1,4
AC103563.3,0
OOEP-AS1,0
RPL34P6,2
EML6-AS1,0
AC017006.1,0
ACTG1P10,7
VDAC1P6,2
AL020997.1,2
BEND3P1,79
LINC01160,34
AC119749.1,0
WBP1P1,4
AL355994.1,0
AP000302.1,8
MTFR1P1,0
AC006028.1,1
AL355516.1,0
AC072052.1,9
RPS29P23,0
AC069271.1,0
LINC01712,0
WARS2-AS1,770
RPS26P40,0
LINC02613,6
RPSAP40,0
Z97353.1,7
AKR1B1P8,0
GNA14-AS1,0
CDY17P,0
HMGN2P16,0
NDUFAF4P4,0
RNF2P1,8
NBPF21P,1
FGF12-AS1,0
AC007919.2,0
MOB4P1,0
FMN2P1,0
HLA-DPA1,187329
SNX18P8,0
AC244157.1,0
AL357874.2,10
AC099681.2,6
ARL4AP4,12
USP17L10,0
AC004941.2,0
AL359385.1,0
SNRPEP8,0
AC023481.1,0
WASF5P,0
AC099344.2,0
RAC1P3,0
AL008638.1,3
GORAB-AS1,78
AC018868.1,3
DUX4L31,0
AC005392.2,2
AL356289.1,0
RPL39P15,2
AL358472.1,2
IRX1P1,0
AC005090.1,0
LINC00689,300
LINC01817,0
AC011840.1,0
LINC01516,4
RAB9AP5,0
BX284613.2,0
FILNC1,7
LINC01445,3
LINC00396,11
FAR2P4,0
HSP90AA3P,2
RBMY3AP,0
LINC01750,82
WASIR2,2
AL358176.4,0
DST-AS1,16
LARP1BP1,0
AC124944.1,8
TIMM8AP1,0
AC244102.1,0
AC097359.1,0
LINC01305,13
AL935212.2,0
RNASEH1P2,0
AL365204.1,0
HLA-DPA2,1
AC024937.2,1
AL022324.2,4
AL022314.1,1
PRDX3P2,3
HMGB3P2,0
HMGN2P34,0
RB1-DT,10
IGHV4-31,12
AC074389.2,0
AC004448.1,0
FCF1P9,0
SNRPGP13,0
AC105450.1,2
AC023141.7,0
AP006285.1,0
AL606490.4,0
RPL7L1P2,0
JKAMPP1,0
AP003774.1,0
RPL21P35,2
AL121885.3,0
AL136369.2,0
RPS18,31426
MTND4LP1,0
PTMAP4,10
NMD3P2,0
AC108868.1,0
LINC01353,20
RPL34P20,0
AL162253.1,1
LINC02782,0
SEPTIN14P21,0
E2F6P4,0
CCNQP2,0
AC006003.1,0
CBX1P5,0
AC007285.1,1
AL162385.2,5
SEPTIN14P1,0
AC002486.2,0
FAM27C,79
FAM225A,16
LINC02779,0
AL157932.1,4
HINT1P1,1
LINC01249,0
AL391840.1,102
FBXO36-IT1,0
LINC00278,0
AC226101.1,0
MTCO3P10,0
DPP10-AS3,0
AC010132.1,2
ELOCP9,0
RPS6P2,0
TAB3-AS1,0
RSL24D1P11,10
RPL3P5,1
AC096632.1,0
OR55B1P,0
ATP5MDP1,1
PTCHD3P2,19
AC245100.4,166
IGBP1P3,0
RNMTL1P1,0
RSL24D1P3,0
AC020718.1,0
Z95118.1,0
CLEC12A-AS1,17
CEACAMP5,1
AL512593.1,1
AL139288.1,11
EIF4A1P11,0
NEK2P2,0
LINC02595,1
MTND2P19,0
S100A11P7,0
AL355334.1,0
PPIAP63,0
LINC02015,8
AL139118.1,0
MTCO2P20,1
RPL7P21,4
MTND4LP21,0
AC108938.1,0
FAHD2CP,111
AC034228.1,1
RPS23P9,4
SNORD62B,19
SHQ1P1,0
AC009110.1,0
AC235565.1,0
BX510359.4,0
AC007557.2,0
AC236972.1,0
AL157709.1,0
AL606490.5,0
AL133232.1,0
LINC01363,2
AL357873.1,12
DLEU2,162
AC007098.1,60
PIK3CDP1,0
AC104462.1,7
AC099568.1,18
AL645568.1,1
AL354733.2,6
ANAPC15P1,0
AP000855.1,0
ANKRD44-AS1,0
RPS29P7,0
SLC47A1P2,6
AC013402.2,0
AL133406.2,14
AL592464.1,0
LINC00283,0
ATP5F1BP1,0
AGBL5-AS1,1
USP17L29,0
LUARIS,2
YWHAQP8,0
KRT17P6,0
FSIP2-AS1,29
LINC01698,1
SPATA31B1P,0
RFESDP1,0
DLG3-AS1,1
AL590428.1,12
AC010731.2,0
RPS6KA2-AS1,1
EMP2P1,2
RPS8P6,1
AL357052.1,1
COA6-AS1,109
OGFOD1P1,17
LINC01704,6
OR7E111P,0
PPP2R2DP1,2
LINC01307,0
DIRC3,139
LINC00410,1
AC005042.2,0
AL358779.1,0
LINC02723,11
AC020743.2,2
LINC01891,3
AL033397.1,0
EIF1P3,4
ANKRD11P2,2
RPL21P43,2
LINC01090,0
LINC00574,20
AL592114.3,0
AC244098.3,0
NANOGP5,0
AP002856.2,0
AC020550.1,1
AL356276.2,0
BMS1P13,0
AL645608.3,0
AL354993.1,0
AC004895.1,12
AL451069.2,0
CYCSP43,0
PABPC1P1,2
LINC00899,169
